timestamp,ip,method,url,status,size,threat_severity,prediction,probability_score,threat_type,details,country,city,latitude,longitude
21/May/2026:13:10:48 +0000,198.51.100.12,GET,"/api/users?id=1%20UNION%20SELECT%20NULL,username,password%20FROM%20users--",500,544,Critical,Anomaly,0.5908,SQL Injection,"Exploit pattern detected in request query path: /api/users?id=1 UNION SELECT NULL,username,password FROM users--",China,Beijing,39.9,116.4
21/May/2026:13:10:58 +0000,192.168.1.15,POST,/products/items,200,23376,High,Anomaly,0.4628,DDoS Attempt / Flooding,IP requested 77 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:11:08 +0000,192.168.1.15,GET,/js/main.js,200,3059,High,Anomaly,0.4671,DDoS Attempt / Flooding,IP requested 78 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:11:18 +0000,81.108.20.11,POST,/contact.html,200,307,High,Anomaly,0.4576,DDoS Attempt / Flooding,IP requested 78 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:11:28 +0000,10.0.0.4,GET,/about.html,200,15584,High,Anomaly,0.4511,DDoS Attempt / Flooding,IP requested 90 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:11:38 +0000,198.51.100.12,POST,/login?user=admin%27%20OR%201=1--,200,5136,Critical,Anomaly,0.4691,SQL Injection,Exploit pattern detected in request query path: /login?user=admin' OR 1=1--,China,Beijing,39.9,116.4
21/May/2026:13:11:48 +0000,122.164.48.9,PUT,/favicon.ico,200,2125,High,Anomaly,0.4556,DDoS Attempt / Flooding,IP requested 86 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:11:58 +0000,81.108.20.11,PUT,/favicon.ico,200,15588,High,Anomaly,0.4556,DDoS Attempt / Flooding,IP requested 79 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:12:08 +0000,192.168.1.15,GET,/css/styles.css,304,221,High,Anomaly,0.4429,DDoS Attempt / Flooding,IP requested 79 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:12:18 +0000,89.248.167.15,GET,/.env,404,893,Medium,Anomaly,0.4271,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/.env' resulting in HTTP 404.,Netherlands,Amsterdam,52.36,4.9
21/May/2026:13:12:28 +0000,185.220.101.5,GET,/wp-login.php,404,1033,Medium,Anomaly,0.4324,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/wp-login.php' resulting in HTTP 404.,United States,Washington,47.75,-120.74
21/May/2026:13:12:38 +0000,203.0.113.88,GET,/favicon.ico,304,1422,High,Anomaly,0.4613,DDoS Attempt / Flooding,IP requested 69 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:12:48 +0000,190.12.87.54,GET,/css/styles.css,304,616,Low,Normal,0.4359,Normal,Normal HTTP request flow.,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:13:12:58 +0000,192.168.1.15,GET,/blog/posts,304,639,High,Anomaly,0.4693,DDoS Attempt / Flooding,IP requested 80 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:13:08 +0000,82.102.23.45,PUT,/favicon.ico,200,24198,Low,Normal,0.4338,Normal,Normal HTTP request flow.,Russia,Moscow,55.75,37.61
21/May/2026:13:13:18 +0000,10.0.0.4,GET,/css/styles.css,200,19213,High,Anomaly,0.4386,DDoS Attempt / Flooding,IP requested 91 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:13:28 +0000,122.164.48.9,GET,/index.html,304,859,High,Anomaly,0.4533,DDoS Attempt / Flooding,IP requested 87 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:13:38 +0000,81.108.20.11,GET,/css/styles.css,200,24009,High,Anomaly,0.4577,DDoS Attempt / Flooding,IP requested 80 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:13:48 +0000,10.0.0.4,PUT,/api/v1/metrics,404,1444,High,Anomaly,0.4839,DDoS Attempt / Flooding,IP requested 92 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:13:58 +0000,192.168.1.15,POST,/products/items,304,315,High,Anomaly,0.4324,DDoS Attempt / Flooding,IP requested 81 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:14:08 +0000,10.0.0.4,GET,/blog/posts,200,5103,High,Anomaly,0.4649,DDoS Attempt / Flooding,IP requested 93 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:14:18 +0000,10.0.0.4,PUT,/js/main.js,200,4307,High,Anomaly,0.4571,DDoS Attempt / Flooding,IP requested 94 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:14:28 +0000,10.0.0.4,POST,/api/v1/metrics,404,640,High,Anomaly,0.4969,DDoS Attempt / Flooding,IP requested 95 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:14:38 +0000,81.108.20.11,POST,/api/v1/metrics,200,15098,High,Anomaly,0.5216,DDoS Attempt / Flooding,IP requested 81 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:14:48 +0000,91.220.43.12,POST,/contact.html,200,22020,Low,Normal,0.4614,Normal,Normal HTTP request flow.,Ukraine,Kyiv,50.45,30.52
21/May/2026:13:14:58 +0000,103.22.200.41,GET,/api/ping?host=127.0.0.1;%20whoami,500,967,Medium,Anomaly,0.4856,Server Application Error,Server responded with HTTP 500. Could indicate SQL syntax crashes or system failure.,North Korea,Pyongyang,39.03,125.76
21/May/2026:13:15:08 +0000,192.168.1.15,POST,/api/v1/status,200,11637,High,Anomaly,0.5022,DDoS Attempt / Flooding,IP requested 82 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:15:18 +0000,10.0.0.4,GET,/favicon.ico,304,709,High,Anomaly,0.4342,DDoS Attempt / Flooding,IP requested 96 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:15:28 +0000,81.108.20.11,GET,/js/main.js,200,16524,High,Anomaly,0.4878,DDoS Attempt / Flooding,IP requested 82 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:15:38 +0000,190.12.87.54,GET,/wp-login.php,404,1201,Medium,Anomaly,0.4453,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/wp-login.php' resulting in HTTP 404.,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:13:15:48 +0000,10.0.0.4,PUT,/products/items,304,108,High,Anomaly,0.4655,DDoS Attempt / Flooding,IP requested 97 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:15:58 +0000,203.0.113.88,GET,/js/main.js,200,12603,High,Anomaly,0.4495,DDoS Attempt / Flooding,IP requested 70 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:16:08 +0000,81.108.20.11,POST,/favicon.ico,304,724,High,Anomaly,0.4497,DDoS Attempt / Flooding,IP requested 83 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:16:18 +0000,10.0.0.4,POST,/contact.html,200,20199,High,Anomaly,0.4725,DDoS Attempt / Flooding,IP requested 98 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:16:28 +0000,192.168.1.15,GET,/favicon.ico,200,12108,High,Anomaly,0.4794,DDoS Attempt / Flooding,IP requested 83 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:16:38 +0000,203.0.113.88,GET,/images/logo.png,200,16777,High,Anomaly,0.4718,DDoS Attempt / Flooding,IP requested 71 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:16:48 +0000,192.168.1.15,PUT,/css/styles.css,304,480,High,Anomaly,0.4613,DDoS Attempt / Flooding,IP requested 84 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:16:58 +0000,190.12.87.54,GET,"/api/users?id=1%20UNION%20SELECT%20NULL,username,password%20FROM%20users--",500,999,Critical,Anomaly,0.5692,SQL Injection,"Exploit pattern detected in request query path: /api/users?id=1 UNION SELECT NULL,username,password FROM users--",Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:13:17:08 +0000,10.0.0.4,GET,/api/v1/status,200,22977,High,Anomaly,0.4679,DDoS Attempt / Flooding,IP requested 99 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:17:18 +0000,192.168.1.15,GET,/products/items,404,1090,High,Anomaly,0.4542,DDoS Attempt / Flooding,IP requested 85 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:17:28 +0000,89.248.167.15,GET,/.env,404,933,Medium,Anomaly,0.4347,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/.env' resulting in HTTP 404.,Netherlands,Amsterdam,52.36,4.9
21/May/2026:13:17:38 +0000,122.164.48.9,PUT,/images/logo.png,200,8559,High,Anomaly,0.4997,DDoS Attempt / Flooding,IP requested 88 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:17:48 +0000,122.164.48.9,GET,/products/items,304,254,High,Anomaly,0.4604,DDoS Attempt / Flooding,IP requested 89 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:17:58 +0000,103.22.200.41,GET,/phpmyadmin/index.php,404,559,Medium,Anomaly,0.4695,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/phpmyadmin/index.php' resulting in HTTP 404.,North Korea,Pyongyang,39.03,125.76
21/May/2026:13:18:08 +0000,198.51.100.12,GET,/css/styles.css,404,1480,Low,Normal,0.4636,Normal,Requested resources not found: /css/styles.css,China,Beijing,39.9,116.4
21/May/2026:13:18:18 +0000,192.168.1.15,GET,/api/v1/metrics,200,1542,High,Anomaly,0.4617,DDoS Attempt / Flooding,IP requested 86 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:18:28 +0000,203.0.113.88,GET,/contact.html,200,11897,High,Anomaly,0.5052,DDoS Attempt / Flooding,IP requested 72 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:18:38 +0000,81.108.20.11,GET,/products/items,200,12875,High,Anomaly,0.4824,DDoS Attempt / Flooding,IP requested 84 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:18:48 +0000,81.108.20.11,GET,/css/styles.css,404,338,High,Anomaly,0.4568,DDoS Attempt / Flooding,IP requested 85 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:18:58 +0000,81.108.20.11,GET,/blog/posts,200,3341,High,Anomaly,0.4722,DDoS Attempt / Flooding,IP requested 86 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:19:08 +0000,192.168.1.15,POST,/css/styles.css,200,8900,High,Anomaly,0.4505,DDoS Attempt / Flooding,IP requested 87 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:19:18 +0000,190.12.87.54,GET,/about.html,200,2997,Low,Normal,0.4425,Normal,Normal HTTP request flow.,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:13:19:28 +0000,122.164.48.9,GET,/blog/posts,404,509,High,Anomaly,0.4663,DDoS Attempt / Flooding,IP requested 90 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:19:38 +0000,81.108.20.11,GET,/blog/posts,200,14483,High,Anomaly,0.4776,DDoS Attempt / Flooding,IP requested 87 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:19:48 +0000,185.220.101.5,GET,/wp-login.php,404,931,Medium,Anomaly,0.4391,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/wp-login.php' resulting in HTTP 404.,United States,Washington,47.75,-120.74
21/May/2026:13:19:58 +0000,89.248.167.15,POST,/login?user=admin%27%20OR%201=1--,200,1300,Critical,Anomaly,0.4294,SQL Injection,Exploit pattern detected in request query path: /login?user=admin' OR 1=1--,Netherlands,Amsterdam,52.36,4.9
21/May/2026:13:20:08 +0000,81.108.20.11,GET,/products/items,200,24907,High,Anomaly,0.4517,DDoS Attempt / Flooding,IP requested 88 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:20:18 +0000,203.0.113.88,GET,/contact.html,404,432,High,Anomaly,0.4684,DDoS Attempt / Flooding,IP requested 73 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:20:28 +0000,203.0.113.88,POST,/css/styles.css,200,24175,High,Anomaly,0.4673,DDoS Attempt / Flooding,IP requested 74 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:20:38 +0000,192.168.1.15,GET,/contact.html,200,2130,High,Anomaly,0.4799,DDoS Attempt / Flooding,IP requested 88 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:20:48 +0000,203.0.113.88,PUT,/js/main.js,200,14358,High,Anomaly,0.453,DDoS Attempt / Flooding,IP requested 75 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:20:58 +0000,185.220.101.5,PUT,/images/logo.png,200,6611,Low,Normal,0.471,Normal,Normal HTTP request flow.,United States,Washington,47.75,-120.74
21/May/2026:13:21:08 +0000,81.108.20.11,POST,/images/logo.png,200,16851,High,Anomaly,0.4757,DDoS Attempt / Flooding,IP requested 89 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:21:18 +0000,192.168.1.15,GET,/index.html,304,1164,High,Anomaly,0.4586,DDoS Attempt / Flooding,IP requested 89 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:21:28 +0000,122.164.48.9,POST,/about.html,200,1934,High,Anomaly,0.4857,DDoS Attempt / Flooding,IP requested 91 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:21:38 +0000,81.108.20.11,GET,/contact.html,200,10061,High,Anomaly,0.4761,DDoS Attempt / Flooding,IP requested 90 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:21:48 +0000,122.164.48.9,GET,/js/main.js,404,324,High,Anomaly,0.4773,DDoS Attempt / Flooding,IP requested 92 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:21:58 +0000,122.164.48.9,GET,/js/main.js,404,508,High,Anomaly,0.4753,DDoS Attempt / Flooding,IP requested 93 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:22:08 +0000,190.12.87.54,GET,/.env,404,109,Medium,Anomaly,0.4317,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/.env' resulting in HTTP 404.,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:13:22:18 +0000,10.0.0.4,POST,/contact.html,200,4125,High,Anomaly,0.4842,DDoS Attempt / Flooding,IP requested 100 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:22:28 +0000,89.248.167.15,GET,/.env,404,488,Medium,Anomaly,0.4172,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/.env' resulting in HTTP 404.,Netherlands,Amsterdam,52.36,4.9
21/May/2026:13:22:38 +0000,81.108.20.11,GET,/about.html,200,20929,High,Anomaly,0.4598,DDoS Attempt / Flooding,IP requested 91 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:22:48 +0000,103.22.200.41,GET,/contact.html,404,1439,Low,Normal,0.4541,Normal,Requested resources not found: /contact.html,North Korea,Pyongyang,39.03,125.76
21/May/2026:13:22:58 +0000,192.168.1.15,PUT,/index.html,200,15177,High,Anomaly,0.4757,DDoS Attempt / Flooding,IP requested 90 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:23:08 +0000,81.108.20.11,GET,/index.html,200,20481,High,Anomaly,0.4568,DDoS Attempt / Flooding,IP requested 92 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:23:18 +0000,203.0.113.88,GET,/favicon.ico,200,6265,High,Anomaly,0.443,DDoS Attempt / Flooding,IP requested 76 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:23:28 +0000,122.164.48.9,PUT,/api/v1/status,304,1286,High,Anomaly,0.4872,DDoS Attempt / Flooding,IP requested 94 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:23:38 +0000,122.164.48.9,POST,/css/styles.css,304,114,High,Anomaly,0.4651,DDoS Attempt / Flooding,IP requested 95 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:23:48 +0000,203.0.113.88,GET,/favicon.ico,200,1425,High,Anomaly,0.453,DDoS Attempt / Flooding,IP requested 77 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:23:58 +0000,82.102.23.45,GET,/cgi-bin/test.sh?cmd=cat%20/etc/hosts,500,707,Medium,Anomaly,0.5217,Server Application Error,Server responded with HTTP 500. Could indicate SQL syntax crashes or system failure.,Russia,Moscow,55.75,37.61
21/May/2026:13:24:08 +0000,185.220.101.5,POST,/products/items,200,13519,Low,Normal,0.4457,Normal,Normal HTTP request flow.,United States,Washington,47.75,-120.74
21/May/2026:13:24:18 +0000,10.0.0.4,POST,/blog/posts,404,856,High,Anomaly,0.4646,DDoS Attempt / Flooding,IP requested 101 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:24:28 +0000,122.164.48.9,POST,/products/items,200,5704,High,Anomaly,0.4554,DDoS Attempt / Flooding,IP requested 96 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:24:38 +0000,122.164.48.9,POST,/blog/posts,304,1265,High,Anomaly,0.4892,DDoS Attempt / Flooding,IP requested 97 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:24:48 +0000,192.168.1.15,PUT,/images/logo.png,200,12371,High,Anomaly,0.4883,DDoS Attempt / Flooding,IP requested 91 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:24:58 +0000,190.12.87.54,GET,/static/../../etc/passwd,400,722,Critical,Anomaly,0.4555,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:13:25:08 +0000,203.0.113.88,GET,/api/v1/metrics,200,6383,High,Anomaly,0.4779,DDoS Attempt / Flooding,IP requested 78 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:25:18 +0000,198.51.100.12,POST,/login?user=admin%27%20OR%201=1--,200,15972,Critical,Anomaly,0.4685,SQL Injection,Exploit pattern detected in request query path: /login?user=admin' OR 1=1--,China,Beijing,39.9,116.4
21/May/2026:13:25:28 +0000,122.164.48.9,GET,/products/items,200,1945,High,Anomaly,0.4745,DDoS Attempt / Flooding,IP requested 98 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:25:38 +0000,185.220.101.5,POST,/favicon.ico,404,515,Low,Normal,0.4636,Normal,Requested resources not found: /favicon.ico,United States,Washington,47.75,-120.74
21/May/2026:13:25:48 +0000,192.168.1.15,GET,/contact.html,200,12007,High,Anomaly,0.4719,DDoS Attempt / Flooding,IP requested 92 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:25:58 +0000,82.102.23.45,GET,/wp-login.php,404,1439,Medium,Anomaly,0.4497,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/wp-login.php' resulting in HTTP 404.,Russia,Moscow,55.75,37.61
21/May/2026:13:26:08 +0000,203.0.113.88,POST,/css/styles.css,304,190,High,Anomaly,0.451,DDoS Attempt / Flooding,IP requested 79 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:26:18 +0000,81.108.20.11,GET,/favicon.ico,200,14500,High,Anomaly,0.4511,DDoS Attempt / Flooding,IP requested 93 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:26:28 +0000,82.102.23.45,PUT,/about.html,200,20844,Low,Normal,0.4358,Normal,Normal HTTP request flow.,Russia,Moscow,55.75,37.61
21/May/2026:13:26:38 +0000,82.102.23.45,GET,/cgi-bin/test.sh?cmd=cat%20/etc/hosts,500,1373,Medium,Anomaly,0.529,Server Application Error,Server responded with HTTP 500. Could indicate SQL syntax crashes or system failure.,Russia,Moscow,55.75,37.61
21/May/2026:13:26:48 +0000,192.168.1.15,GET,/images/logo.png,404,177,High,Anomaly,0.4752,DDoS Attempt / Flooding,IP requested 93 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:26:58 +0000,81.108.20.11,GET,/products/items,404,1270,High,Anomaly,0.4652,DDoS Attempt / Flooding,IP requested 94 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:27:08 +0000,91.220.43.12,GET,"/api/users?id=1%20UNION%20SELECT%20NULL,username,password%20FROM%20users--",500,180,Critical,Anomaly,0.5641,SQL Injection,"Exploit pattern detected in request query path: /api/users?id=1 UNION SELECT NULL,username,password FROM users--",Ukraine,Kyiv,50.45,30.52
21/May/2026:13:27:18 +0000,122.164.48.9,GET,/products/items,200,5928,High,Anomaly,0.4646,DDoS Attempt / Flooding,IP requested 99 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:27:28 +0000,91.220.43.12,GET,/phpmyadmin/index.php,404,280,Medium,Anomaly,0.4408,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/phpmyadmin/index.php' resulting in HTTP 404.,Ukraine,Kyiv,50.45,30.52
21/May/2026:13:27:38 +0000,10.0.0.4,PUT,/products/items,200,4790,High,Anomaly,0.461,DDoS Attempt / Flooding,IP requested 102 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:27:48 +0000,192.168.1.15,GET,/images/logo.png,304,581,High,Anomaly,0.4728,DDoS Attempt / Flooding,IP requested 94 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:27:58 +0000,122.164.48.9,GET,/blog/posts,200,13826,High,Anomaly,0.4682,DDoS Attempt / Flooding,IP requested 100 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:28:08 +0000,122.164.48.9,GET,/contact.html,304,995,High,Anomaly,0.487,DDoS Attempt / Flooding,IP requested 101 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:28:18 +0000,81.108.20.11,GET,/css/styles.css,200,14985,High,Anomaly,0.4537,DDoS Attempt / Flooding,IP requested 95 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:28:28 +0000,203.0.113.88,GET,/index.html,200,18249,High,Anomaly,0.4495,DDoS Attempt / Flooding,IP requested 80 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:28:38 +0000,10.0.0.4,POST,/products/items,200,3679,High,Anomaly,0.4818,DDoS Attempt / Flooding,IP requested 103 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:28:48 +0000,81.108.20.11,GET,/favicon.ico,200,10287,High,Anomaly,0.4662,DDoS Attempt / Flooding,IP requested 96 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:28:58 +0000,91.220.43.12,GET,/favicon.ico,404,221,Low,Normal,0.4598,Normal,Requested resources not found: /favicon.ico,Ukraine,Kyiv,50.45,30.52
21/May/2026:13:29:08 +0000,10.0.0.4,PUT,/about.html,404,810,High,Anomaly,0.4434,DDoS Attempt / Flooding,IP requested 104 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:29:18 +0000,10.0.0.4,GET,/index.html,200,12895,High,Anomaly,0.4344,DDoS Attempt / Flooding,IP requested 105 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:29:28 +0000,82.102.23.45,GET,/phpmyadmin/index.php,404,645,Medium,Anomaly,0.4612,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/phpmyadmin/index.php' resulting in HTTP 404.,Russia,Moscow,55.75,37.61
21/May/2026:13:29:38 +0000,192.168.1.15,GET,/js/main.js,304,1367,High,Anomaly,0.4752,DDoS Attempt / Flooding,IP requested 95 resources in 10 seconds.,Local,Localhost,37.77,-122.41
21/May/2026:13:29:48 +0000,198.51.100.12,POST,/login?user=admin%27%20OR%201=1--,200,8082,Critical,Anomaly,0.4729,SQL Injection,Exploit pattern detected in request query path: /login?user=admin' OR 1=1--,China,Beijing,39.9,116.4
21/May/2026:13:29:58 +0000,185.220.101.5,GET,/static/../../etc/passwd,400,801,Critical,Anomaly,0.4635,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,United States,Washington,47.75,-120.74
21/May/2026:13:30:08 +0000,185.220.101.5,GET,/static/../../etc/passwd,400,381,Critical,Anomaly,0.4868,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,United States,Washington,47.75,-120.74
21/May/2026:13:30:18 +0000,122.164.48.9,GET,/about.html,200,7012,High,Anomaly,0.4658,DDoS Attempt / Flooding,IP requested 102 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:30:28 +0000,81.108.20.11,GET,/api/v1/status,304,684,High,Anomaly,0.4748,DDoS Attempt / Flooding,IP requested 97 resources in 10 seconds.,United Kingdom,London,51.5,-0.12
21/May/2026:13:30:38 +0000,122.164.48.9,GET,/blog/posts,200,6681,High,Anomaly,0.4764,DDoS Attempt / Flooding,IP requested 103 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:30:48 +0000,122.164.48.9,GET,/images/logo.png,200,3099,High,Anomaly,0.4718,DDoS Attempt / Flooding,IP requested 104 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:30:58 +0000,203.0.113.88,GET,/products/items,200,13124,High,Anomaly,0.4489,DDoS Attempt / Flooding,IP requested 81 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:31:08 +0000,203.0.113.88,POST,/index.html,200,21613,High,Anomaly,0.4757,DDoS Attempt / Flooding,IP requested 82 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:31:18 +0000,203.0.113.88,GET,/blog/posts,200,10575,High,Anomaly,0.4655,DDoS Attempt / Flooding,IP requested 83 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:31:28 +0000,203.0.113.88,POST,/contact.html,304,465,High,Anomaly,0.4736,DDoS Attempt / Flooding,IP requested 84 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:31:38 +0000,122.164.48.9,GET,/index.html,404,510,High,Anomaly,0.4811,DDoS Attempt / Flooding,IP requested 105 resources in 10 seconds.,India,Chennai,13.08,80.27
21/May/2026:13:31:48 +0000,10.0.0.4,GET,/images/logo.png,304,1454,High,Anomaly,0.4618,DDoS Attempt / Flooding,IP requested 106 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:31:58 +0000,91.220.43.12,GET,/static/../../etc/passwd,400,1441,Critical,Anomaly,0.4586,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,Ukraine,Kyiv,50.45,30.52
21/May/2026:13:32:08 +0000,203.0.113.88,POST,/blog/posts,404,204,High,Anomaly,0.4734,DDoS Attempt / Flooding,IP requested 85 resources in 10 seconds.,Australia,Sydney,-33.86,151.2
21/May/2026:13:32:18 +0000,10.0.0.4,GET,/blog/posts,200,6633,High,Anomaly,0.4687,DDoS Attempt / Flooding,IP requested 107 resources in 10 seconds.,Internal,Intranet,37.77,-122.41
21/May/2026:13:32:28 +0000,89.248.167.15,GET,/wp-login.php,404,624,Medium,Anomaly,0.4205,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/wp-login.php' resulting in HTTP 404.,Netherlands,Amsterdam,52.36,4.9
